nM,nV,capacity_leased_mbps,valid,revenue_mno_total,revenue_mvno_gross,pM,pV,rM_mbps,rV_mbps
1487.174363645496,512.825636354504,100.0,True,312.49469774588886,832.9659837295181,0.04224475214548447,1.6242674403931492,6.051744987009047,1.9499805179566414
1488.5056626685682,511.4943373314318,100.0,True,321.0404398681535,835.2354963892626,0.046575901494070385,1.6329320491539616,6.04633238940116,1.9550558569566963
1489.8369616916402,510.1630383083598,100.0,True,329.61581304876927,837.4934588456088,0.05092617651368551,1.6416192392585671,6.040929465047585,1.960157684719539
1491.1682607147125,508.83173928528754,100.0,True,338.22091021682513,839.739840957586,0.05529560649009344,1.6503291287157063,6.03553618803979,1.965286209159465
1492.4995597377847,507.5004402622153,100.0,True,346.8558264263279,841.9746124265018,0.059684222123406405,1.6590618364616008,6.030152532561684,1.9704416403724103
1493.8308587608567,506.1691412391433,100.0,True,355.5206588374102,844.1977427947011,0.0640920555099514,1.6678174823697,6.024778472889202,1.975624190664643
1495.162157783929,504.83784221607107,100.0,True,364.21550669861017,846.4092014443136,0.06851914012495555,1.6765961872605613,6.019413983389901,1.980834074581911
1496.493456807001,503.50654319299906,100.0,True,372.9404713301644,848.6089575959825,0.0729655108060138,1.6853980729118394,6.01405903852255,1.9860715089390408
1497.8247558300732,502.1752441699268,100.0,True,381.6956561082927,850.7969803075872,0.07743120373730943,1.6942232620684368,6.008713612836722,1.9913367128500232
1499.1560548531452,500.8439451468548,100.0,True,390.48116645040614,852.9732384729471,0.08191625643454681,1.7030718784527639,6.003377680972395,1.9966299077585639
1500.4873538762174,499.5126461237826,100.0,True,399.29710980115783,855.1377008205139,0.08642070773053154,1.7119440467751543,5.998051217659548,2.001951317469134
1501.8186528992896,498.18134710071035,100.0,True,408.1435956192922,857.2903359120486,0.09094459776136997,1.720839892744403,5.992734197717765,2.0073011681785107
1503.1499519223617,496.85004807763835,100.0,True,417.02073536524574,859.4311121412856,0.095487967953248,1.7297595430784578,5.987426596055836,2.0126796885078266
1504.4812509454339,495.5187490545661,100.0,True,425.92864248954504,861.559997732583,0.10005086100981903,1.7387031255152543,5.98212838767136,2.0180871095351445
1505.812549968506,494.1874500314941,100.0,True,434.86743250528764,863.6769607395553,0.10463332095550879,1.74767076882368,5.97683954765036,2.02352366482854
1507.1438489915781,492.8561510084219,100.0,True,443.8372226592585,865.7819690436953,0.1092353929122877,1.7566626028147123,5.9715600511668825,2.028989590479742
1508.4751480146501,491.52485198534987,100.0,True,452.83813244092653,867.8749903529787,0.11385712343308534,1.7656787583526827,5.9662898734826175,2.034485125138302
1509.8064470377224,490.19355296227764,100.0,True,461.8702831436392,869.9559922004544,0.11849856020568454,1.7747193673667123,5.961028989946508,2.040010510046333
1511.1377460607946,488.8622539392054,100.0,True,470.9337980381839,872.0249419428181,0.12315975216342731,1.7837845628622877,5.955777375994366,2.0455659890738045
1512.4690450838666,487.5309549161334,100.0,True,480.02880233722203,874.0818067589729,0.12784074945707388,1.7928744789330047,5.950535007148492,2.051151808754427
1513.8003441069388,486.19965589306116,100.0,True,489.15542317202153,876.1265536485729,0.13254160343494542,1.801989250772476,5.945301859017292,2.0567682183221216
1515.1316431300108,484.86835686998916,100.0,True,498.3137896681867,878.159149430549,0.13726236668852076,1.811129014686383,5.940077907294901,2.062415469748083
1516.462942153083,483.5370578469169,100.0,True,507.5040327800866,880.179560741623,0.14200309293867833,1.8202939081047211,5.9348631277608055,2.0680938177784713
1517.794241176155,482.2057588238449,100.0,True,516.7262854503053,882.1877540347995,0.14676383713669175,1.829484069594184,5.929657496279471,2.0738035199727074
1519.1255401992273,480.8744598007727,100.0,True,525.980682527812,884.183695577847,0.15154465540587111,1.8386996388707484,5.924460988799968,2.079544836742426
1520.4568392222993,479.5431607777007,100.0,True,535.26736069447,886.1673514517566,0.15634560498901046,1.8479407568124042,5.919273581355603,2.085318031391057
1521.7881382453716,478.21186175462844,100.0,True,544.586458753959,888.13868754919,0.16116674443426526,1.8572075654720916,5.914095250063546,2.091123370154089
1523.1194372684436,476.88056273155644,100.0,True,553.9381171892446,890.0976695729034,0.1660081332998364,1.8665002080907906,5.908925971124473,2.0969611222399847
1524.4507362915158,475.5492637084842,100.0,True,563.3224785161879,892.0442630341588,0.1708698323824572,1.8758188291108144,5.90376572082219,2.1028315598718046
1525.782035314588,474.21796468541197,100.0,True,572.7396871350284,893.9784332511139,0.17575190361560158,1.8851635741892734,5.89861447552328,2.1087349583295154
1527.11333433766,472.88666566233996,100.0,True,582.18988935577,895.9001453471982,0.18065441008210842,1.8945345902117419,5.893472211676733,2.114671595993024
1528.4446333607323,471.55536663926773,100.0,True,591.6732333987381,897.8093642494679,0.18557741601051062,1.9039320253061134,5.8883389058135975,2.120641754385936
1529.7759323838043,470.2240676161957,100.0,True,601.1898693956311,899.7060546869396,0.19052098677171683,1.9133560288566382,5.883214534546617,2.126645718220054
1531.1072314068765,468.8927685931235,100.0,True,610.7399493911003,901.5901811889137,0.19548518887606223,1.922806751518189,5.878099074569872,2.1326837754406465
1532.4385304299485,467.5614695700515,100.0,True,620.3236273447746,903.4617080832669,0.20047008997068386,1.9322843452306917,5.872992502658437,2.1387562172724692
1533.7698294530207,466.23017054697925,100.0,True,629.9410591338117,905.320599494737,0.20547575883725608,1.941788963233801,5.867894795668016,2.1448633382665996
1535.101128476093,464.898871523907,100.0,True,639.5924025558779,907.1668193431801,0.21050226539003442,1.9513207600817544,5.862805930534604,2.1510054363480546
1536.432427499165,463.567572500835,100.0,True,649.2778173326001,909.0003313418105,0.21554968067422584,1.9608798916584553,5.857725884274133,2.1571828128642423
1537.7637265222372,462.2362734777628,100.0,True,658.9974651135117,910.8210989954224,0.22061807686470075,1.9704665151927765,5.852654633982129,2.1633957726342476
1539.0950255453092,460.9049744546908,100.0,True,668.7515094803352,912.6290855985848,0.22570752726494486,1.9800807892740604,5.8475921568333655,2.1696446239989644
1540.4263245683815,459.57367543161854,100.0,True,678.5401159518306,914.4242542338255,0.23081810630639082,1.9897228738678825,5.842538430081521,2.1759296788721163
1541.7576235914535,458.24237640854653,100.0,True,688.363451988967,916.2065677697829,0.23594988954798185,1.9993929303319993,5.837493431058841,2.182251252792144
1543.0889226145257,456.9110773854743,100.0,True,698.2216870005939,917.9759888593461,0.2411029536760671,2.0090911214325695,5.832457137175796,2.1886096649750235
1544.420221637598,455.57977836240207,100.0,True,708.114992349465,919.7324799377662,0.24627737650454484,2.0188176113605785,5.827429525920745,2.195005238367989
1545.75152066067,454.24847933933006,100.0,True,718.0435413406149,921.476003220749,0.25147323696359675,2.0285725657485214,5.822410574859605,2.201438299704215
1547.0828196837422,452.9171803162578,100.0,True,728.0075093398327,923.2065207025263,0.2566906151725863,2.0383561516873354,5.817400261635507,2.20790917955846
1548.4141187068142,451.5858812931858,100.0,True,738.0070734990461,924.9239941539003,0.26192959225872947,2.0481685377435577,5.812398563968475,2.2144182124036864
1549.7454177298864,450.2545822701136,100.0,True,748.0424131333648,926.62838512027,0.267190250597207,2.058009893976767,5.807405459655089,2.2209657366686986
1551.0767167529584,448.9232832470416,100.0,True,758.113709470656,928.3196549196293,0.27247267364551747,2.067880391957253,5.80242092656816,2.2275520947967897
1552.4080157760307,447.59198422396935,100.0,True,768.2211457441931,929.9977646405463,0.2777769459996881,2.0777802047839784,5.797444942656396,2.234177633305454
1553.7393147991027,446.26068520089734,100.0,True,778.3649071966249,931.6626751401141,0.2831031533931398,2.0877095071027796,5.79247748594409,2.24084270284715
1555.070613822175,444.9293861778251,100.0,True,788.5451810583038,933.3143470418813,0.2884513826790791,2.0976684751248666,5.787518534530784,2.24754765827117
1556.401912845247,443.5980871547531,100.0,True,798.7621567025935,934.9527407337526,0.2938217219267104,2.1076572866455714,5.782568066590953,2.2542928586866093
1557.7332118683191,442.26678813168087,100.0,True,809.016025364635,936.5778163658705,0.29921426023672176,2.117676121063409,5.777626060373682,2.2610786675264865
1559.0645108913914,440.93548910860864,100.0,True,819.3069804398497,938.189533848466,0.3046290879295857,2.1277251593993984,5.772692494202354,2.2679054526130145
1560.3958099144634,439.60419008553663,100.0,True,829.6352173963305,939.7878528496854,0.3100662964854639,2.137804584316689,5.767767346474325,2.274773586224061
1561.7271089375356,438.2728910624644,100.0,True,840.0009336029493,941.3727327933925,0.3155259784304641,2.1479145801404913,5.76285059566061,2.281683445160828
1563.0584079606076,436.9415920393924,100.0,True,850.4043287540733,942.9441328569411,0.32100822760519104,2.1580553328782903,5.7579422203055755,2.2886354108167506
1564.3897069836798,435.61029301632016,100.0,True,860.84560447182,944.5020119689234,0.3265131389061981,2.168227030240393,5.75304219902662,2.295629869247683
1565.7210060067518,434.27899399324815,100.0,True,871.3249645216802,946.0463288068858,0.3320408084205271,2.1784298616607605,5.748150510513869,2.3026672112433495
1567.052305029824,432.9476949701759,100.0,True,881.8426147842879,947.5770417950241,0.3375913334039593,2.188664018318192,5.74326713352986,2.309747832400138
1568.3836040528963,431.6163959471037,100.0,True,892.3987632680642,949.0941091018443,0.3431648122854593,2.1989296931578095,5.7383920469092455,2.3168721331952224
1569.7149030759683,430.2850969240317,100.0,True,902.9936201222117,950.5974886377967,0.34876134467183556,2.209227080912886,5.733525229558475,2.3240405190620708
1571.0462020990406,428.95379790095944,100.0,True,913.6273976500618,952.0871380528811,0.3543810313526163,2.219556378127015,5.728666660455495,2.331253400467359
1572.3775011221126,427.62249887788744,100.0,True,924.3003103227545,953.5630147342202,0.3600239743051327,2.229917783176608,5.723816318649455,2.3385111929893134
1573.7088001451848,426.2911998548152,100.0,True,935.0125747932784,955.0250758036083,0.3656902766998179,2.2403114962937716,5.718974183260392,2.345814317397536
1575.0400991682568,424.9599008317432,100.0,True,945.764409910779,956.47327811502,0.371380042905672,2.2507377195895053,5.714140233478942,2.3531631997343103
1576.371398191329,423.62860180867096,100.0,True,956.5560367352027,957.907578252098,0.3770933784959257,2.2611966570773014,5.709314448566036,2.3605582713974615
1577.7026972144013,422.29730278559873,100.0,True,967.3876785521982,959.3279325256012,0.3828303902538602,2.2716885146970833,5.704496807852606,2.367999969224767
1579.0339962374733,420.9660037625267,100.0,True,978.2595608883748,960.7342969708258,0.3885911861788386,2.282213500339544,5.699687290739291,2.375488735579976
1580.3652952605455,419.6347047394545,100.0,True,989.1719115268606,962.126627344991,0.3943758754925176,2.292771823870865,5.694885876696136,2.383025018440471
1581.6965942836175,418.3034057163825,100.0,True,1000.1249605356113,963.5048791245912,0.40018456865310786,2.3033636971578124,5.690092545262312,2.3906092714865883
1583.0278933066897,416.97210669331025,100.0,True,1011.1189402216023,964.8690075027193,0.40601737732275933,2.3139893340932662,5.685307276045814,2.3982419541926725
1584.3591923297618,415.64080767023825,100.0,True,1022.1540852711466,966.2189673863477,0.41187441445261186,2.324648950622115,5.68053004872318,2.405923531919853
1585.690491352834,414.309508647166,100.0,True,1033.2306326439675,967.5547133935821,0.4177557942121412,2.3353427647676086,5.675760843039196,2.413654476010637
1587.021790375906,412.978209624094,100.0,True,1044.3488216498558,968.8761998508759,0.4236616320339311,2.3460709966580997,5.670999638806621,2.4214352638853076
1588.3530893989782,411.6469106010218,100.0,True,1055.5088939557963,970.183380790209,0.4295920446144644,2.3568338685542436,5.666246415905885,2.429266379140215
1589.6843884220502,410.31561157794977,100.0,True,1066.711093602909,971.4762099462309,0.4355471499211063,2.367631604876615,5.661501154284822,2.4371483116479586
1591.0156874451225,408.98431255487753,100.0,True,1077.9556670244897,972.7546407533686,0.441527067199762,2.3784644322338018,5.65676383395838,2.4450815576595493
1592.3469864681947,407.6530135318053,100.0,True,1089.2428630642958,974.0186263428908,0.44753191698267314,2.389332579450924,5.652034435008343,2.4530666199085496
1593.6782854912667,406.3217145087333,100.0,True,1100.5729329954565,975.2681195399417,0.4535618210965893,2.400236277598646,5.647312937583047,2.46110400771728
1595.009584514339,404.99041548566106,100.0,True,1111.946130537794,976.5030728605296,0.4596169026699205,2.411175760022655,5.6425993218971096,2.4691942371051137
1596.340883537411,403.65911646258905,100.0,True,1123.3627118799945,977.7234385084794,0.4656972861429198,2.422151262373618,5.637893568231149,2.477337830898908
1597.6721825604832,402.3278174395168,100.0,True,1134.822935658188,978.9291683723425,0.47180309725054853,2.4331630226376477,5.63319565693151,2.48553531884564
1599.0034815835552,400.9965184164448,100.0,True,1146.3270631647047,980.1202140222684,0.47793446314940313,2.4442112811672576,5.628505568409988,2.493787237727274
1600.3347806066274,399.6652193933726,100.0,True,1157.8753579982053,981.2965267068332,0.4840915121949622,2.455296280712851,5.623823283143564,2.5020941314779375
1601.6660796296997,398.33392037030035,100.0,True,1169.4680864440536,982.4580573498255,0.4902743741758953,2.466418266454712,5.6191487816741255,2.5104565513034314
1602.9973786527717,397.00262134722834,100.0,True,1181.1055173240957,983.6047565469898,0.49648318021622784,2.477577486035551,5.614482044608201,2.5188750558031585
1604.328677675844,395.6713223241561,100.0,True,1192.7879220461205,984.7365745627271,0.502718062802481,2.4887741895935935,5.609823052616689,2.52735021109451
1605.659976698916,394.3400233010841,100.0,True,1204.5155746265941,985.8534613267497,0.5089791557940571,2.5000086297962123,5.6051717864346,2.5358825909397638
1606.9912757219881,393.00872427801187,100.0,True,1216.2887517120298,986.9553664306918,0.5152665944327488,2.511281061874153,5.600528226860774,2.544472776875575
1608.3225747450601,391.67742525493986,100.0,True,1228.1077326214229,988.0422391246728,0.5215805153653265,2.52259174365631,5.595892354757636,2.553121358345091
1609.6538737681324,390.34612623186763,100.0,True,1239.9727992634992,989.1140283138172,0.5279210565882634,2.533940935605131,5.591264151050918,2.561828932832792
1610.9851727912046,389.0148272087954,100.0,True,1251.8842363671574,990.170682554722,0.5342883575871773,2.5453289008525863,5.586643596729406,2.570596106002076
1612.3164718142766,387.6835281857234,100.0,True,1263.8423312956227,991.2121500518795,0.5406825592174118,2.556755905236784,5.582030672844676,2.5794234918356933
1613.6477708373486,386.3522291626514,100.0,True,1275.8473741590701,992.2383786540504,0.5471038037702045,2.568222217339208,5.577425360510832,2.5883117127790856
1614.9790698604209,385.02093013957915,100.0,True,1287.8996578526353,993.2493158505861,0.5535522349923534,2.5797281085225934,5.572827640904256,2.5972613998866927
1616.310368883493,383.6896311165069,100.0,True,1299.9994781157595,994.2449087677011,0.5600279981190145,2.5912738529694583,5.568237495263348,2.606273192971303
1617.641667906565,382.3583320934349,100.0,True,1312.147133331444,995.2251041646905,0.5665312397455851,2.6028597277213055,5.563654904888267,2.61534774075653
1618.9729669296373,381.0270330703627,100.0,True,1324.3429248512944,996.1898484301003,0.5730621080250108,2.6144860127185203,5.559079851140684,2.6244857010324885
1620.3042659527093,379.69573404729067,100.0,True,1336.587156844232,997.13908757784,0.579620752570176,2.626152990840944,5.554512315443522,2.633687740814731
1621.6355649757816,378.36443502421844,100.0,True,1348.8801363583532,998.0727672432422,0.5862073244882442,2.637860947949184,5.54995227928071,2.642954536506561
1622.9668639988536,377.03313600114643,100.0,True,1361.2221733447363,998.9908326790652,0.5928219763914152,2.6496101729266246,5.54539972419693,2.652286774064758
1624.2981630219258,375.7018369780742,100.0,True,1373.6135806724496,999.893228751442,0.5994648624022411,2.661400957722215,5.540854631797371,2.6616851491688593
1625.629462044998,374.37053795500196,100.0,True,1386.0546741978353,1000.77989993577,0.6061361381923376,2.6732335973939816,5.536316983747478,2.6711503673940187
1626.96076106807,373.03923893192996,100.0,True,1398.545772698365,1001.6507903125406,0.6128359609376975,2.6851083901533372,5.5317867617727075,2.6806831443875914
1628.2920600911423,371.7079399088577,100.0,True,1411.0871979874892,1002.5058435631139,0.6195644893854105,2.6970256374101855,5.527263947658279,2.690284206049509
1629.6233591142143,370.3766408857857,100.0,True,1423.6792748939188,1003.3450029654284,0.6263218838369009,2.70898564381881,5.5227485232489375,2.699954288716532
1630.9546581372865,369.0453418627135,100.0,True,1436.3223312952796,1004.1682113896514,0.6331083061646193,2.720988717324622,5.518240470448701,2.7096941393505096
1632.2859571603585,367.7140428396415,100.0,True,1449.0166981425562,1004.9754112937646,0.6399239198230453,2.7330351692117185,5.513739771220628,2.7195045157307076
1633.6172561834308,366.38274381656925,100.0,True,1461.7627094850318,1005.7665447190901,0.6467688898599718,2.7451253141513416,5.509246407586573,2.729386186650355
1634.948555206503,365.051444793497,100.0,True,1474.5607024952287,1006.5415532857452,0.6536433829277757,2.7572594702511792,5.5047603616269445,2.739339932117463
1636.279854229575,363.720145770425,100.0,True,1487.411017471675,1007.3003781880357,0.6605475672811149,2.7694379591055958,5.500281615480472,2.749366543560075
1637.6111532526472,362.3888467473528,100.0,True,1500.3139979366142,1008.0429601897796,0.6674816128326498,2.7816611058467773,5.495810151343966,2.7594668240360374
1638.9424522757192,361.05754772428077,100.0,True,1513.2699905815584,1008.7692396195645,0.6744456911156956,2.7939292391968067,5.491345951472084,2.7696415884474
1640.2737512987915,359.72624870120853,100.0,True,1526.2793453238846,1009.4791563659294,0.6814399753147911,2.8062426915207146,5.486888998177088,2.7798916637595936
1641.6050503218635,358.3949496781365,100.0,True,1539.3424153193941,1010.1726498724826,0.6884646402693316,2.818601798880502,5.482439273828624,2.7902178892254734
1642.9363493449357,357.0636506550643,100.0,True,1552.4595569902503,1010.8496591329424,0.6955198624865853,2.8310069010901864,5.47799676085348,2.800621116614399
1644.267648368008,355.73235163199206,100.0,True,1565.6311300566426,1011.5101226861032,0.7026058201569536,2.8434583417718455,5.473561441735358,2.811102210446431
1645.59894739108,354.40105260892005,100.0,True,1578.8574975655447,1012.15397861073,0.7097226931674314,2.8559564684127428,5.469133299014642,2.8216620482318246
1646.930246414152,353.06975358584805,100.0,True,1592.1390259132077,1012.7811645203726,0.7168706631112408,2.868501632423513,5.464712315288172,2.8323015207159408
1648.2615454372242,351.7384545627758,100.0,True,1605.476084862897,1013.3916175581047,0.724049913294574,2.88109418919745,5.4602984732090105,2.843021532129712
1649.5928444602964,350.4071555397036,100.0,True,1618.8690475661288,1013.9852743911806,0.731260628745471,2.8937344981709114,5.455891755486224,2.8538230004458143
1650.9241434833684,349.0758565166316,100.0,True,1632.3182905895846,1014.5620712056112,0.7385029962261359,2.9064229228848797,5.451492144884648,2.8647068576407126
1652.2554425064407,347.74455749355934,100.0,True,1645.8241939392256,1015.1219437006592,0.7457772042435435,2.91915983104771,5.447099624224671,2.8756740499627265
1653.5867415295127,346.41325847048734,100.0,True,1659.3871410825136,1015.664827083248,0.7530834430588985,2.931945594599052,5.442714176382002,2.886725538206255
1654.918040552585,345.0819594474151,100.0,True,1673.0075189699455,1016.1906560622862,0.7604219046966761,2.944780589775042,5.438335784287454,2.8978622979923814
1656.249339575657,343.7506604243431,100.0,True,1686.6857180620518,1016.699364842901,0.7677927829569722,2.9576651971747085,5.433964430926726,2.9090853200559663
1657.5806385987291,342.41936140127086,100.0,True,1700.4221323646989,1017.1908871205889,0.7751962734328441,2.9705998018277175,5.429600099340169,2.92039561053947
1658.9119376218014,341.08806237819863,100.0,True,1714.2171593010962,1017.6651560752683,0.7826325734291902,2.983584793263391,5.425242772622581,2.931794191293624
1660.2432366448734,339.7567633551266,100.0,True,1728.0712000852664,1018.1221043652434,0.7901018821841065,2.9966205655811,5.420892433922983,2.9432821001851908
