nM,nV,capacity_leased_mbps,valid,revenue_mno_total,revenue_mvno_gross,pM,pV,rM_mbps,rV_mbps
1355.3757603613549,644.6242396386451,100.0,False,-inf,,,0.8618285217865553,,
1356.707059384427,643.2929406155729,100.0,False,-inf,,,0.8687197490468617,,
1358.0383584074991,641.9616415925009,100.0,False,-inf,,,0.8756252525304182,,
1359.3696574305714,640.6303425694286,100.0,False,-inf,,,0.8825450915107684,,
1360.7009564536434,639.2990435463566,100.0,False,-inf,,,0.8894793256313682,,
1362.0322554767156,637.9677445232844,100.0,False,-inf,,,0.8964280149086774,,
1363.3635544997876,636.6364455002124,100.0,False,-inf,,,0.9033912197352663,,
1364.6948535228598,635.3051464771402,100.0,False,-inf,,,0.9103690008829788,,
1366.0261525459318,633.9738474540682,100.0,False,-inf,,,0.9173614195061002,,
1367.357451569004,632.6425484309959,100.0,False,-inf,,,0.9243685371445849,,
1368.6887505920763,631.3112494079237,100.0,False,-inf,,,0.9313904157272983,,
1370.0200496151483,629.9799503848517,100.0,False,-inf,,,0.9384271175753038,,
1371.3513486382205,628.6486513617795,100.0,False,-inf,,,0.9454787054051847,,
1372.6826476612925,627.3173523387075,100.0,False,-inf,,,0.9525452423323892,,
1374.0139466843648,625.9860533156352,100.0,False,-inf,,,0.9596267918746326,,
1375.3452457074368,624.6547542925632,100.0,False,-inf,,,0.9667234179553095,,
1376.676544730509,623.323455269491,100.0,False,-inf,,,0.9738351849069666,,
1378.0078437535813,621.9921562464187,100.0,False,-inf,,,0.9809621574747962,,
1379.3391427766533,620.6608572233467,100.0,False,-inf,,,0.9881044008201734,,
1380.6704417997255,619.3295582002745,100.0,False,-inf,,,0.9952619805242351,,
1382.0017408227975,617.9982591772025,100.0,False,-inf,,,1.0024349625914846,,
1383.3330398458697,616.6669601541303,100.0,False,-inf,,,1.0096234134534547,,
1384.6643388689417,615.3356611310583,100.0,False,-inf,,,1.0168273999723882,,
1385.995637892014,614.004362107986,100.0,False,-inf,,,1.024046989444979,,
1387.326936915086,612.673063084914,100.0,False,-inf,,,1.0312822496061351,,
1388.6582359381582,611.3417640618418,100.0,False,-inf,,,1.038533248632801,,
1389.9895349612304,610.0104650387696,100.0,False,-inf,,,1.0458000551478042,,
1391.3208339843025,608.6791660156975,100.0,False,-inf,,,1.0530827382237542,,
1392.6521330073747,607.3478669926253,100.0,False,-inf,,,1.0603813673869882,,
1393.9834320304467,606.0165679695533,100.0,False,-inf,,,1.0676960126215422,,
1395.314731053519,604.6852689464811,100.0,False,-inf,,,1.0750267443731891,,
1396.646030076591,603.3539699234091,100.0,False,-inf,,,1.0823736335534972,,
1397.9773290996632,602.0226709003368,100.0,False,-inf,,,1.089736751543961,,
1399.3086281227352,600.6913718772648,100.0,False,-inf,,,1.097116170200146,,
1400.6399271458074,599.3600728541926,100.0,False,-inf,,,1.10451196185591,,
1401.9712261688796,598.0287738311204,100.0,False,-inf,,,1.1119241993276496,,
1403.3025251919516,596.6974748080484,100.0,False,-inf,,,1.1193529559186017,,
1404.6338242150239,595.3661757849761,100.0,False,-inf,,,1.1267983054231996,,
1405.9651232380959,594.0348767619041,100.0,False,-inf,,,1.134260322131461,,
1407.2964222611681,592.7035777388319,100.0,False,-inf,,,1.1417390808334489,,
1408.6277212842401,591.3722787157599,100.0,False,-inf,,,1.149234656823755,,
1409.9590203073124,590.0409796926876,100.0,False,-inf,,,1.1567471259060613,,
1411.2903193303846,588.7096806696154,100.0,False,-inf,,,1.1642765643977293,,
1412.6216183534566,587.3783816465434,100.0,False,-inf,,,1.1718230491344566,,
1413.9529173765288,586.0470826234712,100.0,False,-inf,,,1.1793866574749845,,
1415.2842163996008,584.7157836003992,100.0,False,-inf,,,1.1869674673058472,,
1416.615515422673,583.3844845773269,100.0,False,-inf,,,1.1945655570461966,,
1417.946814445745,582.0531855542549,100.0,False,-inf,,,1.2021810056526554,,
1419.2781134688173,580.7218865311827,100.0,False,-inf,,,1.2098138926242523,,
1420.6094124918893,579.3905875081107,100.0,False,-inf,,,1.2174642980073942,,
1421.9407115149615,578.0592884850385,100.0,False,-inf,,,1.2251323024009075,,
1423.2720105380338,576.7279894619662,100.0,False,-inf,,,1.2328179869611278,,
1424.6033095611058,575.3966904388942,100.0,False,-inf,,,1.2405214334070562,,
1425.934608584178,574.065391415822,100.0,False,-inf,,,1.2482427240255793,,
1427.26590760725,572.73409239275,100.0,False,-inf,,,1.2559819416767286,,
1428.5972066303223,571.4027933696777,100.0,False,-inf,,,1.2637391697990308,,
1429.9285056533943,570.0714943466057,100.0,False,-inf,,,1.2715144924148936,,
1431.2598046764665,568.7401953235335,100.0,False,-inf,,,1.279307994136077,,
1432.5911036995385,567.4088963004615,100.0,False,-inf,,,1.2871197601692057,,
1433.9224027226107,566.0775972773893,100.0,False,-inf,,,1.2949498763213723,,
1435.253701745683,564.746298254317,100.0,False,-inf,,,1.3027984290057792,,
1436.585000768755,563.414999231245,100.0,False,-inf,,,1.3106655052474703,,
1437.9162997918272,562.0837002081728,100.0,False,-inf,,,1.3185511926891176,,
1439.2475988148992,560.7524011851008,100.0,False,-inf,,,1.3264555795968784,,
1440.5788978379715,559.4211021620285,100.0,False,-inf,,,1.334378754866325,,
1441.9101968610435,558.0898031389565,100.0,False,-inf,,,1.3423208080284406,,
1443.2414958841157,556.7585041158843,100.0,False,-inf,,,1.3502818292556955,,
1444.572794907188,555.4272050928121,100.0,False,-inf,,,1.3582619093681831,,
1445.90409393026,554.0959060697401,100.0,False,-inf,,,1.3662611398398383,,
1447.2353929533322,552.7646070466678,100.0,False,-inf,,,1.374279612804734,,
1448.5666919764042,551.4333080235958,100.0,False,-inf,,,1.382317421063442,,
1449.8979909994764,550.1020090005236,100.0,False,-inf,,,1.3903746580894798,,
1451.2292900225484,548.7707099774516,100.0,False,-inf,,,1.3984514180358323,,
1452.5605890456206,547.4394109543794,100.0,False,-inf,,,1.4065477957415573,,
1453.8918880686927,546.1081119313073,100.0,False,-inf,,,1.4146638867384578,,
1455.2231870917649,544.7768129082351,100.0,False,-inf,,,1.422799787257857,,
1456.554486114837,543.4455138851631,100.0,False,-inf,,,1.4309555942374335,,
1457.8857851379091,542.1142148620909,100.0,False,-inf,,,1.4391314053281636,,
1459.2170841609814,540.7829158390186,100.0,False,-inf,,,1.4473273189013227,,
1460.5483831840534,539.4516168159466,100.0,False,-inf,,,1.4555434340555964,,
1461.8796822071256,538.1203177928744,100.0,False,-inf,,,1.4637798506242716,,
1463.2109812301976,536.7890187698024,100.0,False,-inf,,,1.4720366691825046,,
1464.5422802532698,535.4577197467302,100.0,False,-inf,,,1.4803139910547034,,
1465.8735792763418,534.1264207236582,100.0,False,-inf,,,1.4886119183219728,,
1467.204878299414,532.7951217005859,100.0,False,-inf,,,1.4969305538296873,,
1468.5361773224863,531.4638226775137,100.0,False,-inf,,,1.5052700011951203,,
1469.8674763455583,530.1325236544417,100.0,False,-inf,,,1.513630364815199,,
1471.1987753686305,528.8012246313695,100.0,False,-inf,,,1.522011749874347,,
1472.5300743917026,527.4699256082974,100.0,False,-inf,,,1.5304142623524157,,
1473.8613734147748,526.1386265852252,100.0,False,-inf,,,1.538838009032736,,
1475.1926724378468,524.8073275621532,100.0,True,236.90216248231832,812.0255073864445,0.00412095717942519,1.5472830975102494,6.100897983127142,1.9054611997229962
1476.523971460919,523.476028539081,100.0,True,245.18504546843133,814.3976409589742,0.00828104984523658,1.5557496361997671,6.095397144886932,1.9103071496717892
1477.8552704839913,522.1447295160087,100.0,True,253.4968224726406,816.7584886979428,0.012460071708145984,1.5642377343443075,6.089906217306745,1.9151778108091397
1479.1865695070633,520.8134304929367,100.0,True,261.8375662125784,819.1080218280869,0.016658038326775437,1.5727475020235593,6.084425173627176,1.9200733726346595
1480.5178685301355,519.4821314698645,100.0,True,270.20735184286343,821.4462114270351,0.02087496693924755,1.5812790501624554,6.078953987185064,1.9249940265905192
1481.8491675532075,518.1508324467925,100.0,True,278.60625677828887,823.7730284241708,0.02511087633701358,1.589832490539831,6.073492631413071,1.929939966086395
1483.1804665762797,516.8195334237203,100.0,True,287.03436073894375,826.0884435994957,0.029365786888993963,1.598407935797229,6.068041079839243,1.9349113865248178
1484.5117655993517,515.4882344006483,100.0,True,295.4917457098164,828.3924275824708,0.03363972050799525,1.6070054994477854,6.062599306086583,1.9399084853269006
1485.843064622424,514.156935377576,100.0,True,303.97849592265266,830.6849508508543,0.03793270063228794,1.615625295885259,6.0571672838726345,1.9449314619584785
