capacity_leased_mbps,valid,revenue_mno_total,revenue_mvno_gross,nV,nM,pV,pM,rV_mbps,rM_mbps,nV_lo,nV_hi
850.0,True,10534.87642140208,7853.52552513119,1823.5925812991557,176.40741870084435,4.306622874905653,22.4860353266142,4.661128854749161,8.503043755454149,73.95892741061228,1990.0
855.0,True,10441.100012638204,7873.13796364973,1826.2850701264551,173.71492987354486,4.311012608291531,22.193117472170528,4.681634942899677,8.347008521694262,73.89237655431276,1990.0
860.0,True,10345.97802692537,7893.795686772949,1829.303389549262,170.69661045073804,4.3151921829205,21.91936851557756,4.701243133933638,8.201685998938046,73.82634145097629,1990.0
865.0,True,10249.597772774614,7915.52194077637,1832.6531841872195,167.3468158127805,4.319159789246703,21.665354123809905,4.71993286816909,8.067079098238203,73.76081500080674,1990.0
870.0,True,10152.053344687636,7938.314942070082,1836.3326133984824,163.6673866015176,4.3229178004842606,21.43108636153929,4.737703799693998,7.942938584124406,73.69579024339451,1990.0
875.0,True,10053.441184623913,7962.122829972969,1840.324864199811,159.67513580018908,4.3264768002985,21.21514173557527,4.754595327279119,7.828394782542716,73.63126035417687,1990.0
880.0,True,9953.856009465813,7986.905732379721,1844.6168639438192,155.38313605618077,4.329845339971355,21.016700609925458,4.770638375920225,7.722845802044596,73.56721864100811,1990.0
885.0,True,9853.387549811707,8012.598434876425,1849.1880515211296,150.81194847887036,4.333036019936055,20.83421764730494,4.785884265648401,7.625390505190122,73.50365854083564,1990.0
890.0,True,9752.118284301494,8039.122778574738,1854.0141194498817,145.98588055011828,4.336063406550585,20.66575049734688,4.800394941242834,7.534975271956934,73.44057361647828,1990.0
895.0,True,9650.122124422349,8066.406390638234,1859.072628426587,140.92737157341298,4.338940968360758,20.50954573677173,4.814228267980455,7.450646302964827,73.37795755350287,1990.0
900.0,True,9547.463869167923,8094.389006029792,1864.3448794576964,135.65512054230362,4.341680069614749,20.364242445825177,4.82743300296345,7.37163474553954,73.31580415719577,1990.0
905.0,True,9444.199205186305,8123.010032760233,1869.8121708777462,130.1878291222538,4.344291987866914,20.228389961315806,4.840058344337152,7.297149099151932,73.25410734962574,1990.0
910.0,True,9340.375040830168,8152.214843306398,1875.4576702809154,124.54232971908459,4.346786905665175,20.10064921301047,4.8521489683299315,7.2264586830037905,73.19286116679507,1990.0
915.0,True,9236.03000662988,8181.961091724875,1881.268286807539,118.73171319246103,4.349172921853395,19.9800454342987,4.863740097127401,7.158997180662018,73.13205975587566,1990.0
920.0,True,9131.19499994442,8212.199956861978,1887.2290557754436,112.77094422455639,4.3514590514227045,19.86517940567907,4.874871956769344,7.094025908012183,73.07169737252734,1990.0
925.0,True,9025.89369240393,8242.907526952218,1893.3324987145995,106.66750128540048,4.353650260875151,19.75556652919698,4.885565533935486,7.031194984058861,73.01176837829527,1990.0
930.0,True,8920.142940383332,8274.053485886177,1899.5692639811218,100.43073601887818,4.35575245545161,19.65030708044208,4.895846746071811,6.969977795128569,72.95226723808366,1990.0
935.0,True,8813.95306111772,8305.61996022291,1905.933743011729,94.0662569882711,4.357769513592057,19.548934504180266,4.90573191973886,6.910023007304807,72.89318851770349,1990.0
940.0,True,8707.327935634734,8337.582695864105,1912.41845422355,87.58154577644996,4.359706254376842,19.450484622698895,4.915242257383695,6.8507582811051,72.83452688149129,1990.0
945.0,True,8600.264897934298,8369.936220436997,1919.021531898908,80.97846810109195,4.361564516764326,19.354803027199594,4.924384558962736,6.791928927494537,72.77627708999674,1990.0
950.0,True,8492.754348878592,8402.675010785384,1925.7411100144554,74.25888998554456,4.363346125337849,19.261624291046935,4.933165704671844,6.733200564906523,72.71843399773681,1990.0
955.0,True,8384.779000241124,8435.780893638219,1932.571577443879,67.42842255612095,4.365054827514243,19.16960455201085,4.941602221342473,6.673743548211633,72.66099255101395,1990.0
960.0,True,8276.312586429536,8469.267143060399,1939.5166846057157,60.48331539428432,4.366689500679452,19.079181591692784,4.949686731852778,6.613394080540103,72.60394778579638,1990.0
965.0,True,8167.317759791629,8503.140720432237,1946.5783097848753,53.42169021512473,4.368250009614027,18.99024735678232,4.9574167920665175,6.551645943634111,72.5472948256583,1990.0
970.0,True,8057.742636794794,8537.395947375522,1953.7545862841766,46.24541371582336,4.369738147928137,18.901037182369198,4.9647996058953945,6.487129769094309,72.49102887977809,1990.0
975.0,True,7947.514931261734,8572.058666918427,1961.0530102296243,38.946989770375694,4.3711509185132655,18.81177814652149,4.971818685746975,6.418981324974128,72.43514524099236,1990.0
980.0,True,7836.5313332880505,8607.154734861986,1968.4810785498157,31.51892145018428,4.372485379032901,18.721835797741498,4.978457810333478,6.345394791382707,72.3796392839044,1990.0
985.0,True,7724.636230937698,8642.722650868875,1976.0500344225031,23.94996557749687,4.37373674771079,18.629915926682667,4.984691596070158,6.263057018375775,72.32450646304484,1990.0
990.0,True,7611.571621723811,8678.826217729016,1983.7786133632396,16.22138663676037,4.374896553106392,18.532819203410323,4.990476222150531,6.164701097339194,72.26974231108301,1990.0
995.0,True,7494.253302006016,8709.838218809733,1990.0,10.0,4.376803125030016,15.539890507725628,5.0,5.0,72.21534243708733,1990.0
1000.0,False,,,,,,,,,,
