capacity_leased_mbps,valid,revenue_mno_total,revenue_mvno_gross,nV,nM,pV,pM,rV_mbps,rM_mbps,nV_lo,nV_hi
240.0,True,11790.362015948689,639.6326214110127,1801.0832067569158,198.91679324308416,0.35513774100573303,58.892426655817644,1.332531440522124,38.20693002381403,92.18017653959954,1829.071928236159
245.0,True,11834.229572642003,763.3901897219014,1801.0944131576832,198.90558684231678,0.42384795829971167,58.55631602306696,1.3602840484662067,37.957707070265926,91.8037656956159,1870.9936403626182
250.0,True,11876.686365881058,884.6482914201111,1801.1056168349517,198.89438316504834,0.4911695811457668,58.22438381275513,1.3880363131581377,37.708455516193645,91.43822066954954,1912.9071673274193
255.0,True,11917.781426716036,1003.5099111965521,1801.115387293039,198.88461270696098,0.557160256514583,57.895994817884294,1.4157893591884119,37.458905938474594,91.08300365923519,1954.8130549080897
260.0,True,11957.560792032404,1120.0584336960574,1801.127258498278,198.87274150172198,0.621865239344568,57.57203383052279,1.4435404204408055,37.209724893021225,90.73761393507671,1990.0
265.0,True,11996.067715632878,1234.3897710034964,1801.1383637937113,198.86163620628872,0.685338670152758,57.25144949486086,1.4712917415285873,36.960371744982986,90.40158459807152,1990.0
270.0,True,12033.342908576653,1346.5872453671952,1801.1485165176796,198.85148348232042,0.747626990788451,56.934020252118195,1.4990435132024258,36.710814886372376,90.07447967877224,1990.0
275.0,True,12069.424692759336,1456.724520113695,1801.1595303070696,198.84046969293036,0.8087704035107575,56.62012688887394,1.5267942421131169,36.46139043624361,89.75589153553925,1990.0
280.0,True,12104.349192701122,1564.8760256151302,1801.1713666691408,198.82863333085925,0.8688101835135291,56.30959978997066,1.5545439217024457,36.21208816548518,89.4454385162046,1990.0
285.0,True,12138.15044801904,1671.1166979033783,1801.182133211945,198.81786678805497,0.9277888488286143,56.001734651822254,1.5822941763905676,35.96256269876432,89.14276285214598,1990.0
290.0,True,12170.86061288138,1775.5086445399693,1801.1936517939798,198.80634820602017,0.985740007895082,55.69692785323293,1.6100434270971444,35.71314529977871,88.84752875790826,1990.0
295.0,True,12202.510027006665,1878.1152261888287,1801.2058906075745,198.79410939242553,1.0426988030531654,55.39503336941586,1.6377916680057711,35.46382748234802,88.55942071303399,1990.0
300.0,True,12233.127365924993,1979.0007529135528,1801.216962579107,198.78303742089292,1.0987020409134292,55.095378511163105,1.665540610779277,35.214272257942014,88.27814190577193,1990.0
305.0,True,12262.739731015788,2078.218042607211,1801.2286961410175,198.7713038589825,1.1537780000172215,54.79837019329928,1.693288590468479,34.96480560861365,88.00341282090986,1990.0
310.0,True,12291.372754261085,2175.8214775069146,1801.2410647434065,198.75893525659353,1.207956847140207,54.50388135013663,1.7210356018846407,34.71542042168946,87.73496995618842,1990.0
315.0,True,12319.050698963822,2271.866674548214,1801.2521853937162,198.74781460628378,1.2612707387509048,54.211266238143466,1.7487834438415824,34.46578778020648,87.47256465365905,1990.0
320.0,True,12345.796509314052,2366.3989071016204,1801.2638918591722,198.7361081408278,1.3137435984791461,53.92093864155287,1.7765303654075495,34.21622806048614,87.21596203399145,1990.0
325.0,True,12371.631932273362,2459.465198812722,1801.276161776711,198.72383822328902,1.3654015142168974,53.63278682936014,1.8042763619290458,33.966735246003054,86.96494002316042,1990.0
330.0,True,12396.577546148868,2551.110415813605,1801.2889739819966,198.7110260180034,1.4162693785739582,53.34670342327256,1.8320214289131502,33.71730363564714,86.71928846217538,1990.0
335.0,True,12420.652833694208,2641.380867206723,1801.3004495200073,198.6995504799927,1.4663744007339652,53.0620730028767,1.8597674812620375,33.467614717475655,86.47880829158969,1990.0
340.0,True,12443.876293400897,2730.310452037825,1801.3142869694866,198.6857130305134,1.5157324137095878,52.77982360491297,1.8875107051530282,33.21829184057334,86.24331080346232,1990.0
345.0,True,12466.265401869237,2817.9451583334926,1801.3267502613112,198.6732497386888,1.5643720151964127,52.49883803223448,1.9152549638756668,32.968706197815216,86.01261695426187,1990.0
350.0,True,12487.836738211625,2904.318962978967,1801.3396811916257,198.6603188083743,1.6123105449260389,52.219536008784715,1.9429983342645698,32.71916625820898,85.78655673291773,1990.0
355.0,True,12508.60600437317,2989.4677172154807,1801.3530634988547,198.64693650114532,1.6595678980382078,51.94182825376594,1.9707408125227068,32.46966761031732,85.56496857885155,1990.0
360.0,True,12528.588090125482,3073.4287921120995,1801.3650217051782,198.63497829482185,1.7061665765014031,51.66513101228618,1.9984844585203658,32.21990434384053,85.34769884537242,1990.0
365.0,True,12547.797061745357,3156.2289704631407,1801.379260906692,198.62073909330798,1.752117968136543,51.39035850396973,2.0262251704634577,31.97047815342636,85.13460130430639,1990.0
370.0,True,12566.246265246536,3237.9057976525687,1801.3920468592858,198.60795314071424,1.797446482179065,51.11643761902331,2.053967100860095,31.720784089328156,84.92553668815788,1990.0
375.0,True,12583.94830482559,3318.4865520724306,1801.4052262239284,198.59477377607163,1.8421654960047937,50.843787154972006,2.0817081828171884,31.47112021712755,84.72037226648051,1990.0
380.0,True,12600.915119507896,3398.0003325883417,1801.41878626703,198.5812137329699,1.8862911603302472,50.57233074263874,2.109448413089167,31.221483056987832,84.51898145346962,1990.0
385.0,True,12617.157990339709,3476.4750951370465,1801.43271483591,198.56728516408998,1.9298389923232375,50.301994089622134,2.1371877885268065,30.971869283088733,84.3212434440865,1990.0
390.0,True,12632.687568929414,3553.9377117974013,1801.4470003248714,198.5529996751286,1.9728239083117556,50.03270484236425,2.164926306073216,30.72227571469979,84.12704287628856,1990.0
395.0,True,12647.513905347223,3630.4140260940735,1801.4616316436768,198.5383683563232,2.0152602544088807,49.7643924630747,2.192663962760044,30.47269930788325,83.93626951717498,1990.0
400.0,True,12661.646471078531,3705.9289048185933,1801.4765981882304,198.52340181176965,2.0571618352110135,49.496988098454175,2.2204007557038787,30.22313714777521,83.74881797106721,1990.0
405.0,True,12675.094182870132,3780.5062866276958,1801.4918898132764,198.50811018672357,2.098541940713118,49.23042446836418,2.2481366821028432,29.973586441396396,83.56458740773047,1990.0
410.0,True,12687.865424201751,3854.1692276564445,1801.5074968069607,198.49250319303928,2.139413371572239,48.96463575684192,2.275871739233363,29.72404451095108,83.38348130911041,1990.0
415.0,True,12699.968079935235,3926.9420923809625,1801.5215477630086,198.47845223699142,2.1797919082661754,48.69909094842751,2.3036083055199374,29.474232260814187,83.2054072331083,1990.0
420.0,True,12711.409513405331,3998.8419277352777,1801.537757803923,198.4622421960771,2.2196825519826304,48.43466279569014,2.3313416451064595,29.224702572238925,83.03027659305316,1990.0
425.0,True,12722.196610138888,4069.8916122407654,1801.5542564515888,198.4457435484112,2.25910021730735,48.17081983313082,2.3590741076935227,28.975174257629146,82.85800445164944,1990.0
430.0,True,12732.335819534206,4140.113003903437,1801.569172896676,198.43082710332396,2.2980594174170417,47.90704274528456,2.3868081585156067,28.725375402643362,82.68850932828745,1990.0
435.0,True,12741.833094259688,4209.521412003015,1801.5862243229517,198.4137756770483,2.3365639430246983,47.64419099026545,2.414538888714449,28.4758453928941,82.52171301870183,1990.0
440.0,True,12750.693978145671,4278.139200135874,1801.6016777961781,198.39832220382186,2.3746310035463205,47.38129130127442,2.442271260194612,28.22604514894493,82.35754042605087,1990.0
445.0,True,12758.923584918779,4345.980672589122,1801.6192517603833,198.38074823961665,2.4122636724394533,47.11919408781554,2.4700002487494803,27.976505025055978,82.19591940256947,1990.0
450.0,True,12766.526592564915,4413.0650299159315,1801.6370764629683,198.36292353703175,2.4494750288886165,46.85738594644863,2.4977283487274495,27.72695573310212,82.0367806010199,1990.0
455.0,True,12773.507295855887,4479.410618554217,1801.653281792259,198.3467182077411,2.486277833711802,46.59536503889779,2.5254581699946868,27.477137253624075,81.8800573352303,1990.0
460.0,True,12779.869580358038,4545.030431459659,1801.671587935349,198.32841206465105,2.522674199834666,46.3339674652808,2.5531845153152664,27.227566357157688,81.72568544906875,1990.0
465.0,True,12785.616933822486,4609.941806191865,1801.6901254299314,198.3098745700686,2.5586762901815923,46.07268966337609,2.580909965796913,26.977980857477124,81.57360319325511,1990.0
470.0,True,12790.75246978758,4674.159929299876,1801.7088882893859,198.29111171061413,2.5942925406432944,45.81147614258619,2.6086345194546756,26.728379069934388,81.42375110946071,1990.0
475.0,True,12795.278923840084,4737.6995045301255,1801.7278707464843,198.2721292535157,2.6295311192401223,45.550271759150085,2.636358174351823,26.47875936858084,81.27607192119044,1990.0
480.0,True,12799.198658789825,4800.57477307286,1801.7470672430602,198.2529327569398,2.6643999373443967,45.28902164606165,2.6640809285982137,26.22912018343383,81.13051043098154,1990.0
485.0,True,12802.513669077802,4862.799532758372,1801.7664724202698,198.2335275797302,2.698906660321129,45.027671144101504,2.6918027803487266,25.979459997898953,80.98701342349047,1990.0
490.0,True,12805.225584045118,4924.387156267751,1801.7860811094063,198.21391889059373,2.7330587176229484,44.766165731791226,2.7195237278017728,25.729777346337613,80.84552957407176,1990.0
495.0,True,12807.335675137667,4985.349552206213,1801.807752868139,198.192247131861,2.7668598629739907,44.50487446304405,2.7472409262977866,25.480310522137327,80.70600936248435,1990.0
500.0,True,12808.84486697797,5045.7014686906805,1801.8277539270518,198.17224607294816,2.800323980854254,44.24289333597662,2.774960031058789,25.23057642571945,80.56840499138721,1990.0
505.0,True,12809.75370473939,5105.453051909006,1801.8498088582598,198.15019114174015,2.8334509495794604,43.981012119172824,2.8026753257531083,24.981050845715217,80.43267030931278,1990.0
510.0,True,12810.062397017111,5164.617192770403,1801.8720486212785,198.1279513787215,2.8662507955113483,43.71875277187173,2.8303896516416462,24.73149278485019,80.29876073782945,1990.0
515.0,True,12809.770797331254,5223.205379102521,1801.8944688719894,198.10553112801063,2.8987299030738014,43.4560605507584,2.8581030071222595,24.48190099682808,80.16663320262539,1990.0
520.0,True,12808.878401526605,5281.2287652846035,1801.917065411164,198.082934588836,2.930894471594077,43.19288044944316,2.885815390628678,24.23227427422478,80.0362460682661,1990.0
525.0,True,12807.384344635448,5338.698185025793,1801.9398341782453,198.0601658217547,2.9627505223893595,42.929157121700854,2.9135268006293917,23.98261144684079,79.90755907639564,1990.0
530.0,True,12805.28741046158,5395.623531091969,1801.9646366941536,198.03536330584643,2.994300454747362,42.66523963919412,2.941234190768176,23.73313493884072,79.7805332871682,1990.0
535.0,True,12802.5860223622,5452.015780774063,1801.9896039545297,198.01039604547032,3.0255534043090053,42.40066171948655,2.9689405467485694,23.48361547103917,79.6551310237115,1990.0
540.0,True,12799.278246180847,5507.884874940064,1802.014732276026,197.98526772397395,3.056514897624259,42.13536671003849,2.9966458671398075,23.23405197205483,79.53131581943795,1990.0
545.0,True,12795.36177379452,5563.240479208706,1802.0400180922882,197.95998190771184,3.087190308402904,41.869297332885814,3.0243501505419332,22.9844434019053,79.40905236803168,1990.0
550.0,True,12790.833925061694,5618.091591441055,1802.0673238785594,197.93267612144064,3.117581411636348,41.60278966628266,3.0520502353721404,22.735003073666558,79.28830647595224,1990.0
555.0,True,12785.691652727828,5672.447871424028,1802.0947805919018,197.90521940809822,3.1476967429875695,41.33538566043226,3.07974922283338,22.485511060846264,79.16904501730572,1990.0
560.0,True,12779.93152456662,5726.318216132146,1802.1223849849187,197.87761501508135,3.177541250163244,41.06702584538601,3.1074471116160427,22.235966406127602,79.05123589094497,1990.0
565.0,True,12773.549708731747,5779.711049399173,1802.1520001841266,197.84799981587344,3.207116296965327,40.79803572330523,3.1351406537421576,21.98657557341147,78.93484797966933,1990.0
570.0,True,12766.54199562233,5832.635146357615,1802.181757086956,197.81824291304406,3.2364300234541705,40.527962668360296,3.162833037003699,21.737125639570927,78.81985111140322,1990.0
575.0,True,12758.903761193487,5885.098714580761,1802.2116527285134,197.7883472714866,3.265486995198836,40.25674428201595,3.1905242601747754,21.487615719678367,78.70621602224071,1990.0
580.0,True,12750.629958058955,5937.109675274913,1802.2435508396795,197.75644916032047,3.2942882067791373,39.98469472872244,3.218210988907539,21.23824541668967,78.59391432125062,1990.0
585.0,True,12741.715131046847,5988.675995853372,1802.2755822379922,197.72441776200776,3.322841442714814,39.71136607027367,3.2458964975465676,20.988808802538355,78.48291845694371,1990.0
590.0,True,12732.153375059708,6039.80529703945,1802.3096110326574,197.69038896734264,3.35114747214762,39.437064434185075,3.273577394185628,20.739500900457518,78.37320168530945,1990.0
595.0,True,12721.938350368002,6090.505045479298,1802.3437679773065,197.65623202269353,3.379213862355688,39.161344573987044,3.3012570108517263,20.49012044070033,78.26473803933611,1990.0
600.0,True,12711.06324216688,6140.782586669138,1802.3799175426002,197.6200824573998,3.407041172008619,38.884504138495856,3.328931898098663,20.240857863533503,78.1575022999332,1990.0
605.0,True,12699.52077364094,6190.644914228105,1802.416190411937,197.5838095880631,3.434636765448302,38.60610019990465,3.356605445614251,19.99151655307812,78.05146996818041,1990.0
610.0,True,12687.303164032697,6240.099121530296,1802.4544514018248,197.54554859817517,3.462001004617441,38.326421467769634,3.3842741464317396,19.742282363106746,77.9466172388318,1990.0
615.0,True,12674.402129757407,6289.151754748195,1802.4928311199067,197.50716888009333,3.4891410640677463,38.0450268873323,3.411941447877462,19.49296332801639,77.84292097500852,1990.0
620.0,True,12660.808870821093,6337.810017520697,1802.5350621551306,197.46493784486938,3.516053668294886,37.76255134929621,3.4396002220268667,19.243922700774966,77.74035868401728,1990.0
625.0,True,12646.514024307839,6386.0797907282495,1802.5774077916644,197.42259220833557,3.542749267312647,37.4781940095507,3.46725747975332,18.99478655433067,77.63890849423578,1990.0
630.0,True,12631.507670197389,6433.9677240388,1802.6217334921541,197.37826650784586,3.569227866555512,37.19222409054172,3.4949095991399353,18.745731561346563,77.5385491330095,1990.0
635.0,True,12615.779303535874,6481.479536680172,1802.6661696958224,197.33383030417758,3.595496296340792,36.904202940257576,3.522560142719871,18.496575039230507,77.43925990550804,1990.0
640.0,True,12599.31779648695,6528.622222976245,1802.7144500019635,197.28554999803646,3.621550946667751,36.61473329334168,3.550201752691908,18.247661828430058,77.34102067449176,1990.0
645.0,True,12582.111389226127,6575.400678772073,1802.7628371204223,197.23716287957768,3.6474019451582715,36.32302692725998,3.577841670123771,17.99863650526872,77.24381184094275,1990.0
650.0,True,12564.147653133434,6621.821816201279,1802.8150651303597,197.1849348696403,3.6730455298932516,36.029669423017026,3.6054724223918058,17.749834703720456,77.14761432551663,1990.0
655.0,True,12545.413462274502,6667.890069379219,1802.8673964546097,197.13260354539034,3.698491681912833,35.73387797422983,3.6331013655695155,17.500910239871242,77.05240955077409,1990.0
660.0,True,12525.894966938766,6713.612281904911,1802.9235656376918,197.0764343623082,3.7237364965776094,35.43622014383269,3.6607209122953517,17.25218954260858,76.95817942415395,1990.0
665.0,True,12505.577548002537,6758.993221402103,1802.9817031129917,197.01829688700832,3.7487863630186387,35.13624753700286,3.6883347116158998,17.003496898165015,76.86490632165086,1990.0
670.0,True,12484.445793397546,6804.038992204499,1803.0436757610544,196.95632423894563,3.773640696381108,34.834173144346586,3.7159388261473856,16.754983688650025,76.77257307216377,1990.0
675.0,True,12462.483450252948,6848.754028596335,1803.1076139083582,196.8923860916418,3.7983057560004396,34.52954661919683,3.7435369624827417,16.506478815728894,76.68116294248215,1990.0
680.0,True,12439.673389445306,6893.143380712575,1803.1735161247402,196.82648387525978,3.8227842850791514,34.22224598125159,3.7711290340011785,16.25797472472263,76.59065962288003,1990.0
685.0,True,12415.997551927234,6937.2129485101495,1803.2432496685456,196.75675033145444,3.8470755122944618,33.912462403590546,3.7987110176395222,16.00961590742651,76.50104721328836,1990.0
690.0,True,12391.436912873825,6980.967700249615,1803.316813442735,196.6831865572649,3.871182061970664,33.600055491906865,3.8262827410936855,15.761387916589532,76.41231021001852,1990.0
695.0,True,12365.971421691891,7024.413548138714,1803.3960752038188,196.60392479618122,3.8951030473684596,33.28519120435258,3.853840038558648,15.51342376894015,76.32443349301118,1990.0
700.0,True,12339.57995374014,7067.553196368563,1803.4772963506864,196.5227036493136,3.9188478893910488,32.96709213083871,3.88139069683018,15.265411803785135,76.23740231358602,1990.0
705.0,True,12312.240242800366,7110.392309534685,1803.5623446106474,196.43765538935259,3.942415592553123,32.64591583272758,3.9089305790102595,15.017487325191814,76.15120228266889,1990.0
710.0,True,12283.928833750113,7152.937814248276,1803.6549571526564,196.34504284734362,3.9658016550683706,32.32210352191494,3.9364513549800177,14.769917070199334,76.06581935947494,1990.0
715.0,True,12254.621005251905,7195.191987908799,1803.7513951967185,196.24860480328152,3.989015341620338,31.994868052325607,3.9639608978487946,14.522396237450064,75.98123984062644,1990.0
720.0,True,12224.290705298401,7237.160473369377,1803.8535270465068,196.14647295349323,4.012055504982689,31.664328120437663,3.991454900325934,14.275046386706562,75.89745034968603,1990.0
725.0,True,12192.91047509884,7278.847683938185,1803.9613520326438,196.03864796735616,4.034924404415106,31.330289324262306,4.018933106205928,14.027846184992677,75.81443782708628,1990.0
730.0,True,12160.451375802493,7320.260652194391,1804.0786083093312,195.92139169066877,4.057617344653556,30.993128092999076,4.046386873818707,13.781037265511593,75.73218952043848,1990.0
735.0,True,12126.882901523055,7361.401077180822,1804.2015567591216,195.79844324087844,4.080143401718415,30.65204111289536,4.073824220173476,13.534326198599407,75.6506929752031,1990.0
740.0,True,12092.172894594187,7402.275987398591,1804.3339358854619,195.66606411453813,4.102497791666256,30.307373599870164,4.101236391349316,13.287945519658551,75.56993602570668,1990.0
745.0,True,12056.287459618294,7442.889702919471,1804.475745557054,195.5242544429459,4.124682596175212,29.9588751466128,4.128622963397124,13.04186024012735,75.48990678648954,1990.0
750.0,True,12019.190867845455,7483.247981370495,1804.6288553674199,195.37114463258013,4.1466964019296455,29.606560863888312,4.155979207410495,12.796157819014484,75.41059364397019,1990.0
755.0,True,11980.845466416315,7523.355101317156,1804.793265432447,195.20673456755299,4.1685412093525755,29.250147992486077,4.183304616992208,12.550796494944471,75.3319852484127,1990.0
760.0,True,11941.211581445881,7563.216862797602,1804.9708457410138,195.02915425898618,4.190215526551951,28.889611024237066,4.210594325073373,12.305852471743552,75.254070506184,1990.0
765.0,True,11900.192716307325,7603.042772363386,1805.3953397046228,194.60466029537724,4.211289685508607,28.55766255928812,4.237299073371709,12.075764251653037,75.1768385722889,1990.0
770.0,True,11831.853113666646,7619.60274285412,1806.8858441451193,193.11415585488066,4.21698070608281,28.347018999537443,4.261475634971866,11.910053873670343,75.100278843171,1990.0
775.0,True,11761.287658278248,7632.443870254558,1807.2413844502714,192.75861554972857,4.223256470289497,27.973266770314993,4.288303746628402,11.672630007137275,75.0243809497683,1990.0
780.0,True,11689.498779222202,7645.329337483003,1807.632548755948,192.36745124405206,4.229470941284325,27.59667678266669,4.315036264072656,11.43644616473559,74.94913475081297,1990.0
785.0,True,11616.443551798913,7658.290987783128,1808.0686911001542,191.93130889984582,4.235619490276829,27.217975497265495,4.341649207599251,11.201924335971258,74.87453032636513,1990.0
790.0,True,11542.078658383638,7671.35480533054,1808.5572966112677,191.4427033887323,4.241698518318729,26.83758243401691,4.368122599600465,10.969339456807939,74.80055797157094,1990.0
795.0,True,11466.360847818984,7684.540852182485,1809.1039811204744,190.89601887952563,4.2477054566112,26.45562809794358,4.394440608701851,10.738830553054926,74.7272081906359,1990.0
800.0,True,11389.2475491491,7697.88755011197,1809.719972602533,190.28002739746694,4.253634632236359,26.072882277261915,4.4205734152866265,10.510824637534316,74.65447169100469,1990.0
805.0,True,11310.6976844922,7711.439650853187,1810.418371166308,189.5816288336921,4.2594793411676015,25.690263495925684,4.446486032294308,10.28580676300978,74.58233937773883,1990.0
810.0,True,11230.67271602367,7725.242174801878,1811.2122787761966,188.78772122380337,4.265232885910913,25.308609732292005,4.472142826611701,10.064213857148024,74.5108023480849,1990.0
815.0,True,11149.137966609145,7739.352637737221,1812.1185405428332,187.88145945716678,4.270886514642051,24.929126089279936,4.497498269378453,9.846634177449335,74.43985188622486,1990.0
820.0,True,11066.064243118897,7753.835015946075,1813.1558746407643,186.8441253592357,4.27643046270488,24.553154775121016,4.522501410213638,9.633698659453335,74.36947945820208,1990.0
825.0,True,10981.429761738738,7768.7782004821875,1814.3504850058805,185.6495149941195,4.281850868773575,24.182823108624746,4.547081761864362,9.42636451302031,74.29967670701562,1990.0
830.0,True,10895.222320922525,7784.259280197194,1815.724837424649,184.27516257535103,4.287135979941803,23.819753608684007,4.571177211946049,9.225334419688066,74.2304354478763,1990.0
835.0,True,10807.441594024549,7800.374208520715,1817.307013471284,182.6929865287159,4.292271009080091,23.466170693323544,4.594710711015446,9.031545388528919,74.16174766361837,1990.0
840.0,True,10718.101298262336,7817.225577580734,1819.126969442893,180.87303055710709,4.297240219562441,23.12449935491683,4.617599618443619,8.84598436301885,74.09360550026067,1990.0
845.0,True,10627.23089818534,7834.910264691076,1821.2127944803788,178.78720551962124,4.302029004208979,22.796998521888444,4.639765339673511,8.669524172577848,74.0260012627116,1990.0
