capacity_leased_mbps,nM,nV,valid,interval_contains,pV_formula_error,pM_root_residual,revenue_identity_error
100.0,1702.8448053831817,297.15519461681833,True,True,0.0,3.410605131648481e-13,0.0
100.0,1704.1761044062537,295.82389559374633,True,True,0.0,2.8990143619012088e-12,4.547473508864641e-13
100.0,1705.507403429326,294.4925965706741,True,True,0.0,2.4272139853565022e-11,-4.547473508864641e-13
100.0,1706.8387024523981,293.16129754760186,True,True,0.0,2.864908310584724e-11,0.0
100.0,1708.1700014754701,291.82999852452986,True,True,0.0,-1.6012791093089618e-10,-4.547473508864641e-13
100.0,1709.5013004985424,290.4986995014576,True,True,0.0,-1.7462298274040222e-10,0.0
100.0,1710.8325995216146,289.1674004783854,True,True,0.0,-1.247713043994736e-10,0.0
100.0,1712.1638985446866,287.8361014553134,True,True,0.0,-5.5422333389287814e-11,0.0
100.0,1713.4951975677586,286.5048024322414,True,True,0.0,-1.3699263945454732e-11,0.0
100.0,1714.8264965908309,285.17350340916914,True,True,0.0,-1.4779288903810084e-12,-4.547473508864641e-13
100.0,1716.157795613903,283.8422043860969,True,True,0.0,-7.990581707417732e-08,0.0
100.0,1717.489094636975,282.5109053630249,True,True,0.0,-3.7988456824677996e-10,0.0
100.0,1718.8203936600473,281.17960633995267,True,True,0.0,2.3305801732931286e-12,0.0
100.0,1720.1516926831193,279.84830731688066,True,True,0.0,5.8018940762849525e-09,0.0
100.0,1721.4829917061916,278.51700829380843,True,True,0.0,-3.6091932997806e-08,0.0
100.0,1722.8142907292636,277.1857092707364,True,True,0.0,-2.029310053330846e-11,0.0
100.0,1724.1455897523358,275.8544102476642,True,True,0.0,-1.7996626411331818e-10,0.0
100.0,1725.476888775408,274.52311122459196,True,True,0.0,-8.475353752146475e-10,0.0
100.0,1726.80818779848,273.19181220151995,True,True,0.0,-1.0293376817571698e-08,0.0
100.0,1728.1394868215523,271.8605131784477,True,True,0.0,1.0231815394945443e-12,0.0
100.0,1729.4707858446243,270.5292141553757,True,True,0.0,6.821210263296962e-13,0.0
100.0,1730.8020848676965,269.1979151323035,True,True,0.0,-9.094947017729282e-13,0.0
100.0,1732.1333838907685,267.8666161092315,True,True,0.0,7.027057336017606e-08,0.0
100.0,1733.4646829138408,266.53531708615924,True,True,0.0,-2.018680334003875e-08,0.0
100.0,1734.795981936913,265.204018063087,True,True,0.0,-1.6168542060768232e-09,0.0
100.0,1736.127280959985,263.872719040015,True,True,0.0,-4.8828496801434085e-11,0.0
100.0,1737.458579983057,262.541420016943,True,True,0.0,-6.252776074688882e-13,0.0
